ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Delivery_Distance_km,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Traffic_encoded
0xbff,SURRES16DEL02,36.0,4.1,21.160437,72.774209,21.210437,72.824209,7.60161677107109,2022-03-05,2026-09-03 22:35:00,2026-09-18 22:40:00,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,22.0,2
0xd936,GOARES15DEL02,26.0,4.3,15.51315,73.78346,15.56315,73.83346,7.720324413179964,2022-02-11,2026-09-03 23:25:00,2026-09-18 23:35:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,21.0,1
0xd681,GOARES07DEL01,38.0,4.9,15.561295,73.749478,15.601295,73.789478,6.1756362610169315,2022-02-11,2026-09-03 13:35:00,2026-09-18 13:40:00,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,25.0,2
0x2876,RANCHIRES02DEL01,32.0,3.5,,,,,,2022-03-08,2026-09-03 21:35:00,2026-09-18 21:45:00,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,35.0,4
0x30c8,PUNERES19DEL02,32.0,4.6,18.563934,73.915367,18.693935,74.045367,19.914686965545187,2022-04-02,2026-09-03 22:35:00,2026-09-18 22:45:00,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,30.0,4
0xb843,PUNERES02DEL01,33.0,4.9,18.55144,73.804855,18.62144,73.874855,10.724517748046026,2022-03-08,2026-09-03 18:55:00,2026-09-18 19:10:00,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22.0,2
0xb3a0,PUNERES18DEL01,20.0,4.7,18.593481,73.785901,18.633481,73.825901,6.127835452844326,2022-04-03,2026-09-03 14:15:00,2026-09-18 14:25:00,Windy,Low,1,Snack,scooter,0.0,No,Urban,10.0,1
0x6531,SURRES08DEL01,20.0,4.8,21.173343,72.792731,21.183343,72.802731,1.5203573134022046,2022-03-30,2026-09-03 11:00:00,2026-09-18 11:10:00,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,19.0,1
0x4bda,HYDRES17DEL02,35.0,5.0,17.451976,78.385883,17.471976,78.405883,3.0734537599377685,2022-04-01,2026-09-03 09:45:00,2026-09-18 09:55:00,Sunny,Low,2,Snack,scooter,1.0,No,Urban,11.0,1
0x9d26,BANGRES17DEL02,26.0,4.9,12.972532,77.608179,12.992532,77.628179,3.1051314775458967,2022-03-28,2026-09-03 08:40:00,2026-09-18 08:55:00,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,11.0,1
0x9b18,BANGRES17DEL01,22.0,4.8,12.972532,77.608179,13.042532,77.678179,10.86742683448048,2022-03-18,2026-09-03 23:00:00,2026-09-18 23:10:00,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28.0,4
0x5d99,CHENRES11DEL01,35.0,4.3,13.064181,80.236442,13.134181,80.306442,10.865464603780389,2022-03-14,2026-09-03 17:25:00,2026-09-18 17:30:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33.0,4
0x4f0,MUMRES17DEL02,30.0,2.0,19.121999,72.908493,19.201999,72.988493,12.236723616598548,2022-04-06,2026-09-18 18:25:00,2026-09-18 18:35:00,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33.0,4
0xb796,SURRES17DEL03,37.0,4.7,21.149569,72.772697,21.239569,72.862697,13.682516298592299,2022-04-04,2026-09-03 19:45:00,2026-09-18 19:50:00,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,52.0,4
0x85b4,MUMRES07DEL01,28.0,4.6,19.091458,72.827808,19.201458,72.937808,16.826241648658115,2022-03-08,2026-09-03 19:10:00,2026-09-18 19:25:00,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22.0,2
0xc644,KOLRES16DEL02,37.0,4.9,22.539129,88.365507,22.559129,88.385507,3.0272369309754272,2022-02-13,2026-09-03 10:55:00,2026-09-18 11:00:00,Fog,Low,1,Snack,scooter,1.0,No,Urban,16.0,1
0x6999,MUMRES02DEL03,23.0,4.9,19.221315,72.862381,19.281315,72.922381,9.175193844437826,2022-03-24,2026-09-03 21:40:00,2026-09-18 21:45:00,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,11.0,1
0x63b6,BANGRES05DEL03,27.0,4.9,12.970324,77.645748,13.030324,77.705748,9.315069177421892,2022-03-19,2026-09-03 19:00:00,2026-09-18 19:15:00,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25.0,2
0xa30b,CHENRES11DEL01,37.0,4.8,13.064181,80.236442,13.104181,80.276442,6.209021101535612,2022-03-09,2026-09-03 16:45:00,2026-09-18 16:55:00,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,26.0,2
0x3556,SURRES09DEL01,33.0,5.0,21.175975,72.795503,21.185975,72.805503,1.5203447277401048,2022-03-19,2026-09-03 11:30:00,2026-09-18 11:40:00,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,18.0,1
0x5554,RANCHIRES15DEL01,31.0,4.9,23.369746,85.33982,23.409746,85.37982,6.037225392443855,2022-04-03,2026-09-03 15:10:00,2026-09-18 15:15:00,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16.0,1
0x25fd,BANGRES19DEL01,31.0,4.8,12.914264,77.6784,13.024264,77.7884,17.078665498349437,2022-03-25,2026-09-03 22:45:00,2026-09-18 22:55:00,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23.0,2
0xc1ff,AURGRES20DEL03,25.0,5.0,,,,,,2022-02-13,2026-09-03 22:10:00,2026-09-18 22:25:00,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15.0,1
0x7ac8,COIMBRES14DEL02,28.0,4.8,11.003681,76.975525,11.083681,77.055525,12.464329297636581,2022-04-04,2026-09-03 20:45:00,2026-09-18 20:55:00,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36.0,4
0x3da1,SURRES08DEL03,31.0,4.7,21.173343,72.792731,21.233343,72.852731,9.121425981981247,2022-03-26,2026-09-03 22:50:00,2026-09-18 23:05:00,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,16.0,1
0x272d,COIMBRES07DEL03,24.0,4.7,10.96185,76.971082,11.05185,77.061082,14.02323208308448,2022-03-10,2026-09-03 17:55:00,2026-09-18 18:00:00,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,19.0,1
0xddc5,AGRRES12DEL03,39.0,4.6,27.165108,78.015053,27.255108,78.105053,13.392612276663236,2022-02-14,2026-09-03 22:45:00,2026-09-18 23:00:00,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,27.0,3
0x8e6c,VADRES02DEL02,39.0,4.2,,,,,,2022-03-02,2026-09-03 20:35:00,2026-09-18 20:50:00,Fog,Jam,2,Snack,scooter,1.0,No,Semi-Urban,49.0,4
0xb002,JAPRES14DEL01,32.0,4.5,26.88842,75.800689,26.89842,75.810689,1.4899271643865588,2022-03-26,2026-09-03 09:25:00,2026-09-18 09:40:00,Windy,Low,2,Buffet,scooter,0.0,No,Unknown,20.0,1
0x395b,VADRES04DEL03,36.0,4.7,,,,,,2022-03-13,2026-09-03 20:15:00,2026-09-18 20:20:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30.0,4
0x8aa2,JAPRES18DEL02,25.0,4.8,26.913987,75.752891,26.993987,75.832891,11.916582838288104,2022-03-29,2026-09-03 22:25:00,2026-09-18 22:35:00,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,18.0,1
0xb55a,MYSRES04DEL03,33.0,4.9,12.3085,76.665808,12.3385,76.695808,4.663566689152146,2022-03-30,2026-09-03 21:55:00,2026-09-18 22:00:00,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,22.0,2
0x73cc,SURRES12DEL01,30.0,4.4,21.183434,72.814492,21.253434,72.884492,10.641157729337541,2022-03-12,2026-09-03 22:40:00,2026-09-18 22:55:00,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34.0,4
0xbe80,MUMRES04DEL01,33.0,5.0,19.254567,72.848923,19.364567,72.958923,16.818368923732613,2022-03-31,2026-09-03 23:50:00,2026-09-18 23:55:00,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,24.0,2
0x1609,PUNERES02DEL01,36.0,4.9,18.55144,73.804855,18.59144,73.844855,6.128551257919138,2022-03-17,2026-09-03 15:25:00,2026-09-18 15:40:00,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,17.0,1
0xd255,ALHRES07DEL02,21.0,4.8,25.449659,81.839744,25.469659,81.859744,2.996250036665907,2022-02-15,2026-09-03 10:20:00,2026-09-18 10:30:00,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,14.0,1
0xde72,DEHRES19DEL02,39.0,4.9,30.372202,78.077151,30.422202,78.127151,7.342175722857793,2022-02-15,2026-09-03 20:55:00,2026-09-18 21:00:00,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,30.0,4
0x98aa,VADRES16DEL02,23.0,4.8,,,,,,2022-03-07,2026-09-03 10:40:00,2026-09-18 10:50:00,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15.0,1
0x273a,VADRES09DEL01,35.0,4.8,,,,,,2022-03-28,2026-09-03 15:55:00,2026-09-18 16:05:00,Fog,Low,2,Buffet,scooter,1.0,No,Urban,16.0,1
0xa258,CHENRES12DEL03,39.0,4.6,12.972793,80.249982,13.062793,80.339982,13.972123977178622,2022-03-16,2026-09-03 20:10:00,2026-09-18 20:15:00,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36.0,4
0x8b53,SURRES11DEL01,22.0,4.7,21.157735,72.768778,21.197735,72.808778,6.081440797008078,2022-03-17,2026-09-03 12:10:00,2026-09-18 12:15:00,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18.0,1
0xbbde,SURRES01DEL01,32.0,4.6,21.186438,72.794115,21.226438,72.834115,6.080891507842322,2022-03-15,2026-09-03 15:30:00,2026-09-18 15:45:00,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,17.0,1
0x5ded,VADRES15DEL02,24.0,4.8,,,,,,2022-03-25,2026-09-03 22:10:00,2026-09-18 22:15:00,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,15.0,1
0x1a70,MYSRES14DEL02,29.0,4.7,,,,,,2022-03-09,2026-09-03 10:35:00,2026-09-18 10:45:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17.0,1
0xa9f,BANGRES13DEL01,30.0,3.0,12.935662,77.61413,12.975662,77.65413,6.210589610314177,2022-03-11,2026-09-18 15:20:00,2026-09-18 15:30:00,Unknown,Low,1,Drinks,scooter,0.0,No,Metropolitian,19.0,1
0x4b7f,HYDRES13DEL03,26.0,4.7,17.431477,78.40035,17.491477,78.46035,9.220373067021216,2022-03-05,2026-09-03 23:50:00,2026-09-18 00:05:00,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10.0,1
0xc606,BHPRES12DEL02,20.0,4.5,,,,,,2022-02-11,2026-09-03 21:10:00,2026-09-18 21:25:00,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27.0,3
0xb962,CHENRES11DEL03,35.0,4.1,13.064181,80.236442,13.154181,80.326442,13.96960642768458,2022-03-12,2026-09-03 20:25:00,2026-09-18 20:40:00,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,37.0,4
0x633c,BANGRES010DEL03,39.0,4.6,12.933298,77.614293,13.023298,77.704293,13.973206773137713,2022-03-29,2026-09-03 20:50:00,2026-09-18 21:00:00,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44.0,4
0x2dc6,VADRES20DEL01,34.0,4.7,22.311358,73.164798,22.351358,73.204798,6.058853851669116,2022-03-19,2026-09-03 12:35:00,2026-09-18 12:45:00,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28.0,4
0x903a,BANGRES11DEL01,27.0,4.7,12.934365,77.616155,13.044365,77.726155,17.07799287216204,2022-03-10,2026-09-03 21:00:00,2026-09-18 21:15:00,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42.0,4
0xc444,DEHRES01DEL01,30.0,4.8,,,,,,2022-02-16,2026-09-03 23:40:00,2026-09-18 23:55:00,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25.0,2
0x1fb7,CHENRES02DEL01,25.0,4.4,13.086438,80.220672,13.196438,80.330672,17.072871906399556,2022-03-27,2026-09-03 18:15:00,2026-09-18 18:20:00,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,39.0,4
0x34d7,MUMRES04DEL01,25.0,4.7,19.254567,72.848923,19.364567,72.958923,16.818368923732613,2022-03-27,2026-09-03 18:20:00,2026-09-18 18:25:00,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,20.0,1
0x156b,JAPRES03DEL02,30.0,5.0,26.913483,75.803139,26.933483,75.823139,2.979502850576494,2022-03-24,2026-09-03 11:45:00,2026-09-18 11:50:00,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,31.0,4
0x56ad,HYDRES04DEL03,24.0,4.6,17.411028,78.329645,17.471028,78.389645,9.22086597503784,2022-03-09,2026-09-03 20:45:00,2026-09-18 20:55:00,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,13.0,1
0x837c,PUNERES14DEL02,39.0,4.8,18.516216,73.842527,18.566216,73.892527,7.661331134220826,2022-03-03,2026-09-03 21:55:00,2026-09-18 22:10:00,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28.0,4
0xcbc4,GOARES04DEL01,25.0,4.8,15.5696,73.742294,15.6096,73.782294,6.1755160934059985,2022-02-15,2026-09-03 12:45:00,2026-09-18 12:50:00,Windy,Low,1,Snack,scooter,1.0,No,Urban,19.0,1
0xc19e,AURGRES08DEL02,37.0,4.6,19.876428,75.364792,19.956428,75.444792,12.209856560906529,2022-02-18,2026-09-03 23:30:00,2026-09-18 23:45:00,Fog,Jam,0,Buffet,motorcycle,2.0,Yes,Urban,42.0,4
0x1d60,BANGRES12DEL01,24.0,5.0,12.939496,77.625999,12.949496,77.635999,1.5526813140972442,2022-03-01,2026-09-03 10:50:00,2026-09-18 10:55:00,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23.0,2
0x95fb,HYDRES05DEL01,25.0,4.2,17.433809,78.386744,17.543809,78.496744,16.902806732498032,2022-03-23,2026-09-03 21:25:00,2026-09-18 21:40:00,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39.0,4
0x8195,RANCHIRES17DEL01,32.0,4.6,23.374878,85.335739,23.384878,85.345739,1.5093577696337532,2022-04-01,2026-09-03 10:10:00,2026-09-18 10:20:00,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,25.0,2
0xc042,AGRRES010DEL01,34.0,4.7,27.163303,78.057044,27.233303,78.127044,10.416963824321584,2022-02-16,2026-09-03 23:00:00,2026-09-18 23:05:00,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15.0,1
0x6d19,INDORES12DEL02,38.0,4.9,22.74806,75.8934,22.76806,75.9134,3.0251186390184004,2022-03-11,2026-09-03 08:40:00,2026-09-18 08:55:00,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15.0,1
0x35e6,JAPRES15DEL03,36.0,4.8,26.891191,75.802083,26.981191,75.892083,13.407092693002484,2022-03-14,2026-09-03 17:50:00,2026-09-18 17:55:00,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,15.0,1
0xb437,SURRES16DEL01,25.0,5.0,21.160437,72.774209,21.270437,72.884209,16.721976048741215,2022-03-18,2026-09-03 20:25:00,2026-09-18 20:40:00,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15.0,1
0x97e3,MYSRES16DEL02,29.0,5.0,12.316967,76.603067,12.366967,76.653067,7.772343594464245,2022-04-01,2026-09-03 22:20:00,2026-09-18 22:25:00,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18.0,1
0xa3e0,MUMRES05DEL03,36.0,4.7,18.927584,72.832585,19.017584,72.922585,13.773737657079298,2022-04-04,2026-09-03 23:40:00,2026-09-18 23:50:00,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,29.0,4
0x4161,COIMBRES19DEL02,33.0,4.7,11.022298,76.998349,11.072298,77.048349,7.790158927084966,2022-03-11,2026-09-03 23:25:00,2026-09-18 23:30:00,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20.0,1
0x1236,MYSRES07DEL01,36.0,4.4,12.325461,76.632278,12.365461,76.672278,6.217834398578936,2022-03-13,2026-09-03 12:40:00,2026-09-18 12:55:00,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,39.0,4
0x2558,PUNERES17DEL01,21.0,4.8,18.530963,73.828972,18.640963,73.938972,16.852834881460105,2022-03-04,2026-09-03 23:30:00,2026-09-18 23:45:00,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19.0,1
0x3185,HYDRES19DEL03,25.0,4.8,17.458998,78.500366,17.488998,78.530366,4.610035602260694,2022-03-26,2026-09-03 23:55:00,2026-09-18 00:10:00,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19.0,1
0x3c57,MUMRES14DEL02,23.0,4.8,19.1813,72.836191,19.3113,72.966191,19.879870677373706,2022-03-16,2026-09-03 22:50:00,2026-09-18 23:00:00,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17.0,1
0x4863,COIMBRES02DEL01,25.0,4.6,11.022477,76.995667,11.032477,77.005667,1.5580833985948437,2022-03-01,2026-09-03 10:25:00,2026-09-18 10:40:00,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,15.0,1
0x6757,INDORES05DEL02,24.0,4.3,22.727021,75.884167,22.747021,75.904167,3.025332706173566,2022-03-15,2026-09-03 08:45:00,2026-09-18 09:00:00,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,19.0,1
0x22ad,BANGRES03DEL03,27.0,4.6,12.979166,77.640709,13.069166,77.730709,13.97194896017493,2022-03-04,2026-09-03 21:25:00,2026-09-18 21:40:00,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29.0,4
0x9f99,MUMRES11DEL01,23.0,4.8,18.994237,72.825553,19.104237,72.935553,16.830905551931956,2022-03-18,2026-09-03 22:35:00,2026-09-18 22:40:00,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,22.0,2
0x6781,MYSRES12DEL02,21.0,4.3,12.284747,76.625861,12.414747,76.755861,20.207797933358158,2022-03-23,2026-09-03 20:10:00,2026-09-18 20:20:00,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42.0,4
0x1b8d,SURRES09DEL02,27.0,4.7,21.175975,72.795503,21.195975,72.815503,3.040641621538495,2022-03-15,2026-09-03 10:55:00,2026-09-18 11:10:00,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,12.0,1
0x1aea,COIMBRES12DEL02,32.0,4.2,11.000762,76.981876,11.130762,77.111876,20.253785359470783,2022-03-08,2026-09-03 20:35:00,2026-09-18 20:45:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38.0,4
0x1e42,SURRES08DEL01,25.0,4.6,21.173343,72.792731,21.283343,72.902731,16.72129600980331,2022-03-10,2026-09-03 23:20:00,2026-09-18 23:35:00,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23.0,2
